meters,price,bathrooms,category,link,municipality,operation,owner,phone,rooms,zone
100,1000,3,Casa rústica ,https://www.indomio.es/anuncios/93594079/,Almonte,Alquiler,,,4,Calle Princesa Sofía -  El Rocío
65,1200,3,Chalet ,https://www.indomio.es/anuncios/94140703/,Cartaya,Alquiler,,,8,Calle Núñez de Balboa
70,1500,2,Piso ,https://www.indomio.es/anuncios/91226329/,Ayamonte,Alquiler,,,5,Avenida de la Mojarra -  Isla de Canela
142,890,1,Piso ,https://www.indomio.es/anuncios/92257517/,Huelva,Alquiler,,https://media.indomio.es/text/tel_92257517_73487.jpg?k=3da2832912f61b69d5f826c92ab28233,5,Calle San Sebastián -  El Conquero-San Sebastián
60,800,1,Casa unifamiliar ,https://www.indomio.es/anuncios/95334241/,Punta Umbría,Alquiler,,https://media.indomio.es/text/tel_95334241_284b9.jpg?k=f1f16fc15480374a6936c135f3d4b674,5,Calle Gorrión
250,1300,3,Chalet ,https://www.indomio.es/anuncios/94742641/,Punta Umbría,Alquiler,,https://media.indomio.es/text/tel_94742641_d3f4c.jpg?k=54a8ca55d6609d4e39c33d75b2b21f52,6,Calle Santa Ana
65,450,2,Piso ,https://www.indomio.es/anuncios/90543569/,Punta Umbría,Alquiler,,https://media.indomio.es/text/tel_90543569_f4f4f.jpg?k=190904f45cb9230255e4e713f82873b3,5,Avenida Andalucía
85,775,2,Piso ,https://www.indomio.es/anuncios/93685471/,Huelva,Alquiler,,,5,Avenida Cabezo de la Joya -  El Conquero-San Sebastián
