meters,price,bathrooms,category,link,municipality,operation,owner,phone,rooms,zone
110,400,1,Ático ,https://www.indomio.es/anuncios/90987867/,Adra,Alquiler,,,3,Calle Niño de la Huerta
100,900,2,Casa adosada ,https://www.indomio.es/anuncios/95934411/,Adra,Alquiler,,,5,Calle Martos Alta
70,950,1,Piso,https://www.indomio.es/anuncios/90351001/,Adra,Alquiler,,https://media.indomio.es/text/tel_90351001_a29e1.jpg?k=8b0c9631f5478d4218e52515c72963a7,3,Calle Perceval
300,850,2,Chalet ,https://www.indomio.es/anuncios/93083721/,Cuevas del Almanzora,Alquiler,,,5,Barriada El Pozo del Esparto
85,550,2,Piso ,https://www.indomio.es/anuncios/94029635/,Garrucha,Alquiler,,https://media.indomio.es/text/tel_94029635_31390.jpg?k=3fa852efcb0bd0f0ce5ce5aae4692cac,6,Carretera Turre -  Las Escobetas
57,450,1,Piso,https://www.indomio.es/anuncios/95766495/,Adra,Alquiler,,https://media.indomio.es/text/tel_95766495_54104.jpg?k=9e4c5d2f2339f8586fc55dfba7661a7d,4,
90,575,2,Piso ,https://www.indomio.es/anuncios/94669607/,Vera,Alquiler,,https://media.indomio.es/text/tel_94669607_92db6.jpg?k=07dfadfac1aa07a93d5bf4db2656aaf7,6,Avenida Cañada Julián -  Pueblo Salinas
85,900,1,Apartamento en villa ,https://www.indomio.es/anuncios/95566469/,El Ejido,Alquiler,,https://media.indomio.es/text/tel_95566469_fa182.jpg?k=1014b0f21b5bcf72843ce20d1458f9c7,4,Apartamento en villa
80,800,2,Ático ,https://www.indomio.es/anuncios/94867349/,Vera,Alquiler,,,4,Calle Islas Canarias -  Cala Marqués
100,750,1,Piso ,https://www.indomio.es/anuncios/94022799/,Almería,Alquiler,,,6,Calle José María de Acosta -  Centro
70,800,1,Piso ,https://www.indomio.es/anuncios/92892653/,Vera,Alquiler,,https://media.indomio.es/text/tel_92892653_15521.jpg?k=ac6de17fcce9810c7610d789cbade5e4,4,Avenida Alcazaba -  Pueblo Salinas
60,480,1,Piso ,https://www.indomio.es/anuncios/90106413/,Huércal-Overa,Alquiler,,https://media.indomio.es/text/tel_90106413_20e5f.jpg?k=349fa49a8b404b85ea27202f2ba21ba6,3,Avenida Guillermo Reyna
75,500,1,Piso ,https://www.indomio.es/anuncios/91001307/,Roquetas de Mar,Alquiler,,https://media.indomio.es/text/tel_91001307_fef97.jpg?k=15cc3798e0a1f173436e6bb6c5535a1a,4,Las Salinas - Calle Mónaco -  Las Salinas
70,700,1,Piso ,https://www.indomio.es/anuncios/95983057/,Roquetas de Mar,Alquiler,,https://media.indomio.es/text/tel_95983057_17d4b.jpg?k=df793b70dd7e815b698c2ab9c070eab5,3,Zona Sur-El Campillo del Moro - Camino Torres -  Zona Sur-El Campillo del Moro
39,300,,Piso ,https://www.indomio.es/anuncios/90945825/,Cuevas del Almanzora,Alquiler,,,,Calle Brisas
60,1800,1,Apartamento en villa ,https://www.indomio.es/anuncios/94866271/,Almería,Alquiler,,https://media.indomio.es/text/tel_94866271_a107e.jpg?k=08b34b2472340405fab150af57f84254,4,Calle Coquina -  Retamar-Cabo de Gata
85,650,1,Piso ,https://www.indomio.es/anuncios/93639263/,Roquetas de Mar,Alquiler,,https://media.indomio.es/text/tel_93639263_80900.jpg?k=7be9fab2552248dab0f9dcf4fec9b6c1,3,Paseo Central
110,500,2,Piso ,https://www.indomio.es/anuncios/93593639/,Roquetas de Mar,Alquiler,,https://media.indomio.es/text/tel_93593639_7b592.jpg?k=5e6f7ec41a5cc82eed2d2778a2aa9b8b,5,Zona Sur-El Campillo del Moro - Calle Cerezo -  Zona Sur-El Campillo del Moro
70,455,1,Piso ,https://www.indomio.es/anuncios/94973049/,Roquetas de Mar,Alquiler,,https://media.indomio.es/text/tel_94973049_d68f8.jpg?k=63f218abe77799627497ac4442d6311f,2,Romanilla-Plaza de Toros - Calle Miguel Indurain -  Romanilla-Plaza de Toros
45,525,1,Piso ,https://www.indomio.es/anuncios/90703464/,Almería,Alquiler,,https://media.indomio.es/text/tel_90703464_1879e.jpg?k=200a38235be19841a4b67cf272e57c5a,2,Avenida Largo Caballero -  Quemadero-Esperanza
65,675,1,Piso,https://www.indomio.es/anuncios/95033337/,Almería,Alquiler,,https://media.indomio.es/text/tel_95033337_9a411.jpg?k=e1db749e44917d344579f7b0fdf94a6a,4,Calle Las Cruces -  Plaza de Toros-Santa Rita
70,600,1,Piso ,https://www.indomio.es/anuncios/94003017/,Almería,Alquiler,,,4,Calle Rambla Amatisteros -  Oliveros-Altamira-Barrio Alto
