meters,price,bathrooms,category,link,municipality,operation,owner,phone,rooms,zone
240,950,,Chalet ,https://www.indomio.es/anuncios/83968821/,León,Alquiler,,https://media.indomio.es/text/tel_83968821_1d548.jpg?k=48cb0ba52d9c0fd577855ac1476277ee,3,Avenida Gran Vía de San Marcos -  Centro
135,800,2,Piso ,https://www.indomio.es/anuncios/95288451/,León,Alquiler,,https://media.indomio.es/text/tel_95288451_8be8a.jpg?k=a38bfb4b5c103e37552f347f40fea9c5,7,Paseo Salamanca -  Crucero-Pinilla-La Vega
52,750,1,Piso ,https://www.indomio.es/anuncios/95060059/,León,Alquiler,,https://media.indomio.es/text/tel_95060059_66de3.jpg?k=3e73d4412b3afbdd7add9612a0e7dcf1,2,Avenida José Aguado -  San Claudio-Chantría
120,800,2,Piso ,https://www.indomio.es/anuncios/94954685/,León,Alquiler,,https://media.indomio.es/text/tel_94954685_5a39c.jpg?k=d002725fe92c032cf24665c18ffc055a,4, primera planta
102,700,2,Piso ,https://www.indomio.es/anuncios/95308949/,León,Alquiler,,https://media.indomio.es/text/tel_95308949_2ce6d.jpg?k=892fe1e6584d399c0469e5c38c647e7d,4, cuarta planta
70,650,2,Piso ,https://www.indomio.es/anuncios/95505193/,San Andrés del Rabanedo,Alquiler,,https://media.indomio.es/text/tel_95505193_e5994.jpg?k=03033a72f110ef7f322b11cf42cd6e8a,5,Calle de Magallanes -  Trobajo del Camino
110,700,2,Piso ,https://www.indomio.es/anuncios/95059723/,León,Alquiler,,https://media.indomio.es/text/tel_95059723_dd901.jpg?k=db4694054a37b3d90db4aaae904850ef,7,Calle Santa Ana -  El Ejido-Santa Ana-La Granja
120,490,2,Piso ,https://www.indomio.es/anuncios/93686029/,Ponferrada,Alquiler,,,7,Avenida Conde de los Gaitanes -  Flores del Sil
156,750,2,Dúplex ,https://www.indomio.es/anuncios/92401527/,León,Alquiler,,,5,Avenida Álvaro López Núñez -  San Esteban-Las Ventas
85,500,1,Piso,https://www.indomio.es/anuncios/95296969/,Ponferrada,Alquiler,,https://media.indomio.es/text/tel_95296969_7662d.jpg?k=b9acfc40e96a325dd22e5e3d1b8aa4fd,5,Urbanización Martina -  Flores del Sil
87,500,1,Piso ,https://www.indomio.es/anuncios/90861883/,Ponferrada,Alquiler,,https://media.indomio.es/text/tel_90861883_1925e.jpg?k=00a550f30f0744698f05c46767c1f2b3,5,Calle Camino de Santiago -  Centro
90,400,2,Piso ,https://www.indomio.es/anuncios/92777889/,Ponferrada,Alquiler,,,5,Plaza Luis del Olmo -  Centro
