meters,price,bathrooms,category,link,municipality,operation,owner,phone,rooms,zone
40,600,1,Piso ,https://www.indomio.es/anuncios/92518915/,Tortosa,Alquiler,,,2,Carrer de Francesc Gimeno -  Centre
40,700,1,Piso ,https://www.indomio.es/anuncios/90085761/,Tarragona,Alquiler,,,2,Plaça Corts Catalanes -  Nou Eixample
200,1200,2,Piso ,https://www.indomio.es/anuncios/90044079/,Tarragona,Alquiler,,,6, séptima planta
90,700,1,Piso ,https://www.indomio.es/anuncios/95526965/,Tarragona,Alquiler,,https://media.indomio.es/text/tel_95526965_473a0.jpg?k=5dfdf2d59d38704b6009e2afbcdb3348,4,Carrer d'en Goya -  Nou Eixample
90,550,1,Piso ,https://www.indomio.es/anuncios/90890995/,Tarragona,Alquiler,,,4,Carrer Rambla Ponent -  Torreforta-La Granja-Campclar
95,800,1,Piso ,https://www.indomio.es/anuncios/90206355/,Tarragona,Alquiler,,https://media.indomio.es/text/tel_90206355_00c0c.jpg?k=37d800051ae6d35e8fb0ec224defa696,5,Avinguda Prat de la Riba -  Nou Eixample
71,700,1,Piso ,https://www.indomio.es/anuncios/90814135/,Cambrils,Alquiler,,,3,Carrer Cavall Bernat -  El Prat d'en Forès
102,1250,2,Piso ,https://www.indomio.es/anuncios/91987333/,Cambrils,Alquiler,,https://media.indomio.es/text/tel_91987333_1a771.jpg?k=2d4689c4185373fa8c609b067ed0fcf3,4,Passeig Marítim -  Port-Horta de Santa Maria
77,1300,2,Piso ,https://www.indomio.es/anuncios/95990577/,Tarragona,Alquiler,,https://media.indomio.es/text/tel_95990577_7e29f.jpg?k=dede5d486528dab016a226c644c5fd01,7,Carrer de l'Enginyer Cabestany -  Nou Eixample
59,740,1,Piso ,https://www.indomio.es/anuncios/93502827/,Cambrils,Alquiler,,,4,Carrer del Xalet del Bau
100,1400,2,Ático ,https://www.indomio.es/anuncios/95145789/,Tarragona,Alquiler,,https://media.indomio.es/text/tel_95145789_5bc6b.jpg?k=699eee3ed6051e1de7278a7bafedc748,5,Rambla del President Lluís Companys -  Nou Eixample
