meters,price,bathrooms,category,link,municipality,operation,owner,phone,rooms,zone
60,550,1,Piso,https://www.indomio.es/anuncios/95144525/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_95144525_8ca28.jpg?k=23d64b691e5e47851e9bfd667e5acafa,4,Calle Marqués de Cabriñana -  Huerta de la Reina-Arruzafilla-Figueroa
72,460,1,Piso ,https://www.indomio.es/anuncios/94652417/,Lucena,Alquiler,,https://media.indomio.es/text/tel_94652417_6cb84.jpg?k=f8bd549fee597fca6d8c8aba40a41816,3,Avenida de Joan Margarit
90,630,1,Piso ,https://www.indomio.es/anuncios/93975605/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_93975605_343c7.jpg?k=54ca1002b60cdd800109cc003322cfb7,5,Calle Pintor el Greco -  Ciudad Jardín-Vista Alegre-Zoco
90,450,2,Dúplex ,https://www.indomio.es/anuncios/91663967/,Lucena,Alquiler,,,6,Calle El Peso
309,1800,3,Casa unifamiliar,https://www.indomio.es/anuncios/95832299/,Córdoba,Alquiler,,,8,Calle Postrera -  Centro
110,900,2,Piso ,https://www.indomio.es/anuncios/93658409/,Córdoba,Alquiler,,,6,Avenida del Aeropuerto -  Ciudad Jardín-Vista Alegre-Zoco
300,1000,1,Casa rústica ,https://www.indomio.es/anuncios/95792595/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_95792595_69dd4.jpg?k=c60143bd9627e92780c4110b081d4081,5,Urbanización Cruce -  Periurbano-Alcolea-Santa Cruz-Villarrubia-Trassierra
120,800,2,Piso,https://www.indomio.es/anuncios/90786881/,Córdoba,Alquiler,,,6,Calle Alcalde Sanz Noguer -  Ciudad Jardín-Vista Alegre-Zoco
75,600,1,Piso ,https://www.indomio.es/anuncios/95990563/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_95990563_713b3.jpg?k=3d26f835d0ffc9ba8242c6682bbcf1a4,6,Calle Don Lope de Sosa -  Ciudad Jardín-Vista Alegre-Zoco
66,600,2,Piso ,https://www.indomio.es/anuncios/90500787/,Córdoba,Alquiler,,,6,Calle Fray Diego de Cádiz -  Huerta de la Reina-Arruzafilla-Figueroa
120,900,2,Piso,https://www.indomio.es/anuncios/95120049/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_95120049_3a63d.jpg?k=5da83c2235870968df5167458a79dcbb,5,"Calle José Dámaso ""Pepete"" -  Ciudad Jardín-Vista Alegre-Zoco"
70,600,1,Piso ,https://www.indomio.es/anuncios/95879523/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_95879523_6161e.jpg?k=403debeeb1031476c957c1fad0feea57,4,Calle Paseo de la Ribera -  Centro
60,750,1,Piso ,https://www.indomio.es/anuncios/94821337/,Córdoba,Alquiler,luis lojo,,3,Calle de la Feria -  Centro
115,650,,Piso,https://www.indomio.es/anuncios/94453709/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_94453709_8405b.jpg?k=d74d0ab664948ecf10af1786067b4c28,5,Calle de Santa Isabel -  Centro
114,800,,Piso ,https://www.indomio.es/anuncios/94023357/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_94023357_8054d.jpg?k=6687a8d7d9800944a151bf7e856e76c8,4,Avenida del Aeropuerto -  Ciudad Jardín-Vista Alegre-Zoco
110,800,2,Piso ,https://www.indomio.es/anuncios/93923655/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_93923655_c084f.jpg?k=5efa734a0d2ab9d45b40fec542b33b7c,7,Calle Pintor Arbasia -  El Brillante-El Tablero-Valdeolleros
120,690,2,Piso ,https://www.indomio.es/anuncios/91926909/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_91926909_4a001.jpg?k=98de28a05b3338b0148ed7e0ba0e52bd,5,Avenida de las Ollerías -  Centro
100,800,2,Piso ,https://www.indomio.es/anuncios/95997217/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_95997217_e531a.jpg?k=c97b69f0b1843e19738a8af2d2a4f51c,6,Calle San Basilio -  Centro
100,820,1,Piso,https://www.indomio.es/anuncios/96004509/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_96004509_11e85.jpg?k=92c109492b4c3909b18b5402dc0f1f52,6,Calle Los Alderetes -  Ciudad Jardín-Vista Alegre-Zoco
65,760,2,Piso,https://www.indomio.es/anuncios/95211421/,Córdoba,Alquiler,,https://media.indomio.es/text/tel_95211421_2e52c.jpg?k=162bf61662ab3b8b60b15de609ab03e9,4,Calle Escritor Conde de Zamora -  Ciudad Jardín-Vista Alegre-Zoco
