meters,price,bathrooms,category,link,municipality,operation,owner,phone,rooms,zone
120,2500,3,Casa adosada ,https://www.indomio.es/anuncios/93220277/,Muro,Alquiler,,,8,Carrer Balandre
170,1700,2,Piso ,https://www.indomio.es/anuncios/90308831/,Campos,Alquiler,,,6,Avinguda de Miramar
65,2500,1,Piso ,https://www.indomio.es/anuncios/94930229/,Campos,Alquiler,,,5,Carrer Corvina
120,3200,2,Casa adosada ,https://www.indomio.es/anuncios/95962133/,Ibiza - Eivissa,Alquiler,,,5,Carrer Pare Antoni Guasch -  Ses Figueretes-Platja d'en Bossa-Cas Serres
75,1800,2,Piso ,https://www.indomio.es/anuncios/93951069/,Santa Eulària des Riu,Alquiler,,,4,Carrer Historiador Clapés
50,1500,1,Ático,https://www.indomio.es/anuncios/94835393/,Sant Josep de sa Talaia,Alquiler,,,2,Carrer del Club Robinson
81,1650,2,Casa unifamiliar ,https://www.indomio.es/anuncios/90643458/,Pollença,Alquiler,,,5,Carrer del Llevant
130,2080,2,Piso ,https://www.indomio.es/anuncios/95824277/,Calvià,Alquiler,,,5, principal
68,800,1,Piso ,https://www.indomio.es/anuncios/91749495/,Palma de Mallorca,Alquiler,,,3,Pere Garau - Carrer Benet Pons i Fàbregues -  Pere Garau
100,1500,2,Piso ,https://www.indomio.es/anuncios/95113527/,Palma de Mallorca,Alquiler,,,6,Can Pastilla - Carrer Tit Livi -  Can Pastilla
97,2100,2,Chalet,https://www.indomio.es/anuncios/95285473/,Sant Josep de sa Talaia,Alquiler,,,5,Carrer del Falcó
